transaction_id,user_id,amount,transaction_type,merchant_category,timestamp,transaction_frequency,avg_user_amount,deviation_from_avg,transaction_gap_seconds,account_age_days,failed_attempts,device_type,location,is_foreign_transaction,unusual_amount_flag,velocity_flag,new_device_flag,location_change_flag,night_transaction_flag,is_fraud
T5774,U493,2077.2,payment,gaming,2026-05-03 17:10:28.308484,9,1802.3966403997242,274.8,2492,1737,2,mobile,USA,1,0,1,0,0,0,0
T3723,U926,1814.84,payment,grocery,2026-05-03 13:20:41.308484,3,802.5760307331416,1012.26,1212,922,1,mobile,USA,1,1,0,0,0,0,0
T4509,U851,430.28,payment,grocery,2026-05-03 12:53:45.308484,9,1115.1715249302633,684.89,1360,326,0,mobile,UK,1,0,1,0,0,0,0
T1252,U478,2072.64,withdrawal,travel,2026-05-03 11:04:50.308484,6,1548.8491113167795,523.79,696,1537,6,web,UAE,1,0,0,0,1,0,0
T4320,U452,1377.72,transfer,gaming,2026-05-03 14:39:54.308484,4,2376.6644088705816,998.94,4907,776,3,mobile,India,0,0,0,0,0,0,0
T9215,U898,3295.57,transfer,travel,2026-05-03 17:16:28.308484,5,2488.0334240371535,807.54,4139,1670,2,web,Germany,1,0,0,0,0,0,0
T2439,U159,1909.5,withdrawal,electronics,2026-05-03 13:46:02.308484,1,1508.2747199822786,401.23,4389,1905,2,web,Germany,1,0,0,0,0,0,0
T4556,U962,3079.56,transfer,electronics,2026-05-03 16:02:43.308484,8,2207.6932948156964,871.87,4543,388,1,mobile,India,0,0,0,0,0,0,0
T2509,U978,781.29,transfer,gaming,2026-05-03 12:32:46.308484,9,533.9052390111766,247.38,1638,351,0,mobile,India,0,0,1,0,0,0,0
T5299,U466,1454.9,withdrawal,electronics,2026-05-03 15:29:24.308484,7,1372.4179739119932,82.48,4902,746,1,web,Germany,1,0,0,1,0,0,0
T6229,U101,2459.8,transfer,grocery,2026-05-03 14:20:46.308484,10,1139.8287314765894,1319.97,660,763,1,mobile,UK,1,1,1,0,0,0,0
T11199,U1112,687.31,payment,fashion,2026-05-03 18:15:18.308484,7,988.3180079972924,301.01,4266,542,0,web,USA,1,0,0,1,0,0,0
T7724,U939,1685.43,withdrawal,electronics,2026-05-03 15:30:20.308484,8,2127.8969891834013,442.47,1947,304,1,web,Germany,1,0,0,0,0,0,0
T1086,U937,664.83,payment,gaming,2026-05-03 13:49:15.308484,2,751.3258967295898,86.5,3760,1404,1,mobile,USA,1,0,0,0,0,0,0
T6054,U137,2101.08,withdrawal,grocery,2026-05-03 17:16:54.308484,2,1702.2621306495007,398.82,1544,1255,1,web,UK,1,0,0,1,0,0,0
T5333,U213,50.0,withdrawal,travel,2026-05-03 10:25:08.308484,9,1132.606370351265,1082.61,6559,1872,2,web,USA,1,0,1,0,0,0,0
T342,U278,1407.06,transfer,fashion,2026-05-03 11:16:58.308484,1,813.391189480964,593.67,3010,496,1,mobile,Germany,1,0,0,0,0,0,0
T4441,U498,2843.76,withdrawal,grocery,2026-05-03 15:08:05.308484,3,2883.0051968827624,39.25,4563,1306,2,web,Germany,1,0,0,1,0,0,0
T2734,U1112,2387.4,transfer,fashion,2026-05-03 12:22:08.308484,8,2918.0086396054835,530.61,1430,1780,2,mobile,India,0,0,0,0,0,0,0
T6184,U681,2878.29,transfer,travel,2026-05-03 16:44:41.308484,6,2243.2378970622967,635.05,1318,1944,1,mobile,UK,1,0,0,0,0,0,0
T5900,U341,2112.33,withdrawal,travel,2026-05-03 16:17:49.308484,1,2282.9798209025016,170.65,4536,248,2,mobile,Germany,1,0,0,0,0,0,0
T8417,U1192,707.7,withdrawal,electronics,2026-05-03 17:34:59.308484,6,1131.2473056061901,423.55,1073,1872,1,mobile,Germany,1,0,0,1,0,0,0
T815,U68,787.19,payment,gaming,2026-05-03 12:03:12.308484,7,2654.6878725395204,1867.5,957,106,2,web,UK,1,0,0,0,0,0,0
T1164,U766,4429.33,transfer,gaming,2026-05-03 11:51:17.308484,10,2976.329762709545,1453.0,718,411,2,mobile,USA,1,0,1,0,0,0,0
T2481,U184,3820.61,withdrawal,grocery,2026-05-03 14:55:26.308484,7,2389.1522620339992,1431.46,4040,835,1,web,UK,1,0,0,0,0,0,0
T4041,U146,2253.99,withdrawal,travel,2026-05-03 15:08:35.308484,9,2290.658154483029,36.67,2385,878,3,mobile,UAE,1,0,1,0,0,0,0
T7461,U665,766.51,payment,grocery,2026-05-03 16:32:26.308484,8,1169.331709393377,402.82,3513,1828,2,mobile,UAE,1,0,0,1,0,0,0
T7127,U245,705.12,payment,gaming,2026-05-03 15:53:39.308484,3,763.8577140448903,58.74,3399,382,0,mobile,UK,1,0,0,0,1,0,0
T6262,U1039,1089.76,withdrawal,grocery,2026-05-03 15:28:21.308484,6,2034.1274459310612,944.37,4550,1093,1,mobile,UK,1,0,0,0,0,0,0
T3179,U526,1889.27,withdrawal,fashion,2026-05-03 13:03:28.308484,8,1501.858412493185,387.41,1777,1858,1,mobile,USA,1,0,0,1,0,0,0
T11715,U567,5143.08,payment,gaming,2026-05-03 17:53:17.308484,10,2927.957043328019,2215.12,4961,1575,1,web,Germany,1,0,1,0,0,0,0
T8039,U1016,2035.59,payment,travel,2026-05-03 14:36:27.308484,3,2110.1769801699957,74.59,2174,30,4,web,India,0,0,0,0,0,0,0
T1498,U350,2074.5,payment,fashion,2026-05-03 11:09:49.308484,8,2407.0835632563358,332.58,150,1969,0,web,UAE,1,0,0,0,0,0,0
T11211,U493,206.87,transfer,gaming,2026-05-03 19:30:46.308484,9,626.9545965840584,420.08,3191,1713,1,web,UK,1,0,1,0,0,0,0
T527,U1143,800.92,withdrawal,electronics,2026-05-03 12:09:14.308484,5,1938.983571600205,1138.06,7788,1249,1,mobile,USA,1,0,0,0,0,0,0
T4808,U1100,1221.28,withdrawal,grocery,2026-05-03 15:16:31.308484,11,1630.8120722063834,409.53,3295,845,1,web,UK,1,0,1,0,0,0,0
T9325,U1073,2433.62,withdrawal,grocery,2026-05-03 16:38:29.308484,10,1423.0389460152373,1010.58,181,233,2,mobile,UAE,1,0,1,0,0,0,0
T10315,U150,2689.96,transfer,electronics,2026-05-03 15:38:59.308484,3,1449.5203553129318,1240.44,3916,1565,0,web,UAE,1,0,0,0,0,0,0
T6011,U786,1934.14,withdrawal,gaming,2026-05-03 14:09:31.308484,1,1825.4205935462971,108.72,2425,787,0,mobile,UK,1,0,0,1,0,0,0
T9820,U695,260.11,withdrawal,travel,2026-05-03 16:31:40.308484,3,655.5329995999399,395.42,2903,1751,1,mobile,Germany,1,0,0,0,0,0,0
T11183,U930,1116.95,transfer,fashion,2026-05-03 17:17:16.308484,1,894.251468944215,222.7,3284,1041,2,web,UAE,1,0,0,0,0,0,0
T9007,U958,1831.42,transfer,gaming,2026-05-03 12:50:26.308484,8,1268.3380433827701,563.08,3872,691,0,web,India,0,0,0,0,0,0,0
T1592,U35,1903.52,transfer,electronics,2026-05-03 12:07:56.308484,9,1995.6219821979557,92.1,2968,1692,1,web,India,0,0,1,0,0,0,0
T1387,U852,1402.96,payment,grocery,2026-05-03 12:15:12.308484,11,2680.0743371071667,1277.11,5007,1903,1,web,USA,1,0,1,0,0,0,0
T7395,U318,344.91,withdrawal,fashion,2026-05-03 17:01:12.308484,4,1485.1835372641133,1140.27,2551,242,1,mobile,Germany,1,0,0,0,0,0,0
T3166,U972,2840.52,payment,grocery,2026-05-03 14:18:11.308484,3,1885.587311123323,954.93,840,750,2,mobile,Germany,1,0,0,1,1,0,0
T10228,U465,1229.94,payment,travel,2026-05-03 15:08:21.308484,9,1110.0187108488858,119.92,4865,1415,1,web,UAE,1,0,1,0,0,0,0
T57,U1135,3368.1,payment,grocery,2026-05-03 10:46:57.308484,5,2851.3295678384584,516.77,1455,883,2,web,Germany,1,0,0,0,0,0,0
T8573,U624,3465.73,transfer,travel,2026-05-03 14:11:22.308484,10,2662.429586269989,803.3,3670,267,0,web,India,0,0,1,0,0,0,0
T771,U699,3976.4,transfer,gaming,2026-05-03 10:44:09.308484,8,2092.053660710882,1884.35,5515,1070,3,mobile,USA,1,0,0,0,0,0,0
T4514,U675,1060.96,payment,fashion,2026-05-03 12:50:59.308484,8,1054.1198054815754,6.84,3596,880,0,web,UAE,1,0,0,0,0,0,0
T6454,U49,2386.25,transfer,grocery,2026-05-03 14:05:27.308484,4,2660.1225925715985,273.87,3542,369,1,web,Germany,1,0,0,0,0,0,0
T4974,U371,2697.23,payment,gaming,2026-05-03 12:12:17.308484,4,2004.6732260829363,692.56,399,1243,1,web,India,0,0,0,0,0,0,0
T6586,U1003,2756.9,withdrawal,gaming,2026-05-03 14:39:39.308484,7,2067.975700782069,688.92,3735,1019,0,web,Germany,1,0,0,1,0,0,0
T9415,U7,1294.21,payment,electronics,2026-05-03 16:17:58.308484,4,1016.2768784493704,277.93,2847,1042,0,mobile,UAE,1,0,0,0,0,0,0
T9912,U884,493.66,withdrawal,grocery,2026-05-03 17:49:10.308484,3,2259.3187306860327,1765.66,4459,1264,0,mobile,UK,1,0,0,0,1,0,0
T6764,U1143,2178.64,payment,gaming,2026-05-03 14:24:15.308484,9,2194.8597171121482,16.22,2859,1087,2,mobile,UK,1,0,1,1,0,0,0
T1528,U600,3367.21,payment,travel,2026-05-03 09:52:48.308484,5,2974.603454888922,392.61,7682,1850,0,mobile,Germany,1,0,0,1,0,0,0
T4147,U486,588.62,withdrawal,electronics,2026-05-03 15:32:58.308484,1,932.5184255434017,343.9,1722,626,3,mobile,UAE,1,0,0,0,0,0,0
T9647,U864,1482.61,payment,gaming,2026-05-03 17:30:17.308484,7,2646.620567063417,1164.01,928,539,0,mobile,USA,1,0,0,0,0,0,0
T8286,U273,760.35,transfer,travel,2026-05-03 19:54:07.308484,8,1210.8645169724812,450.51,1293,1944,0,web,UK,1,0,0,0,0,0,0
T11587,U603,1967.58,withdrawal,electronics,2026-05-03 19:40:36.308484,7,2043.3770538241283,75.8,4733,47,1,web,UK,1,0,0,0,0,0,0
T1016,U880,513.2,transfer,fashion,2026-05-03 12:27:21.308484,9,1034.3417199547766,521.14,2594,1419,0,web,UAE,1,0,1,0,0,0,0
T3377,U100,2205.5,withdrawal,fashion,2026-05-03 14:59:06.308484,7,2583.8542572071274,378.35,2711,1601,0,mobile,India,0,0,0,0,0,0,0
T5424,U503,50.0,payment,electronics,2026-05-03 16:54:32.308484,5,951.8087516073305,901.81,485,408,1,web,USA,1,0,0,1,0,0,0
T4066,U27,805.36,payment,fashion,2026-05-03 13:39:59.308484,9,978.3617454728376,173.0,4704,1954,2,web,India,0,0,1,0,0,0,0
T1482,U978,2160.04,withdrawal,travel,2026-05-03 12:05:28.308484,6,1627.9100092189897,532.13,3984,657,0,web,UK,1,0,0,1,0,0,0
T10127,U192,50.0,transfer,fashion,2026-05-03 16:33:12.308484,4,618.3841380026615,568.38,1640,95,0,web,India,0,0,0,0,0,0,0
T1859,U1099,3705.08,transfer,grocery,2026-05-03 13:45:16.308484,7,2481.4679000839214,1223.61,3931,1590,0,mobile,UK,1,0,0,0,0,0,0
T8903,U566,2871.21,transfer,grocery,2026-05-03 14:42:34.308484,8,2867.8359057109865,3.37,188,1637,1,web,India,0,0,0,0,0,0,0
T7918,U143,1344.27,payment,electronics,2026-05-03 15:16:45.308484,5,1571.2535881567458,226.98,2619,198,1,mobile,UK,1,0,0,0,1,0,0
T1305,U374,4265.54,transfer,fashion,2026-05-03 11:00:39.308484,4,2982.158584008881,1283.38,2379,912,1,web,UAE,1,0,0,0,0,0,0
T6000,U775,642.02,payment,fashion,2026-05-03 14:20:38.308484,2,2369.372388089686,1727.35,1967,202,4,mobile,Germany,1,0,0,1,0,0,1
T9013,U1034,1633.41,withdrawal,electronics,2026-05-03 20:43:06.308484,9,2074.5303369441867,441.12,3442,1026,1,mobile,UK,1,0,1,0,0,0,0
T9378,U127,1412.34,transfer,fashion,2026-05-03 18:23:24.308484,4,2213.4977218000736,801.16,4781,842,1,web,USA,1,0,0,1,0,0,1
T2874,U1131,879.44,transfer,grocery,2026-05-03 13:40:13.308484,9,704.4977845686244,174.94,3278,1935,0,web,UK,1,0,1,1,0,0,0
T8438,U649,4237.58,withdrawal,electronics,2026-05-03 13:47:22.308484,7,2868.2367721163328,1369.34,747,92,1,mobile,UAE,1,0,0,0,0,0,0
T9924,U514,1383.09,transfer,fashion,2026-05-03 15:39:49.308484,10,750.3569037276907,632.73,4887,1206,0,mobile,India,0,0,1,1,0,0,0
T6589,U1028,1547.72,payment,grocery,2026-05-03 14:46:47.308484,7,1677.253673739372,129.53,4698,50,2,mobile,India,0,0,0,0,0,0,0
T3440,U89,3315.59,transfer,fashion,2026-05-03 11:51:45.308484,6,1984.7656505639948,1330.82,2728,1032,1,web,UK,1,0,0,0,0,0,0
T6601,U456,1220.86,withdrawal,fashion,2026-05-03 20:09:10.308484,1,1430.199422729028,209.34,4615,1407,2,mobile,Germany,1,0,0,0,0,0,0
T7033,U685,2345.06,withdrawal,electronics,2026-05-03 12:58:47.308484,4,2560.439265533261,215.38,885,1197,1,mobile,UAE,1,0,0,1,0,0,0
T10925,U801,2833.18,transfer,fashion,2026-05-03 17:50:32.308484,7,2485.8911779308232,347.29,111,972,1,mobile,UAE,1,0,0,0,0,0,0
T5908,U1193,1096.82,withdrawal,gaming,2026-05-03 15:37:23.308484,8,1646.1096832553076,549.29,2634,331,2,web,USA,1,0,0,0,0,0,0
T316,U721,735.86,payment,grocery,2026-05-03 12:19:13.308484,9,813.8755369066334,78.02,1062,1717,0,web,USA,1,0,1,0,0,0,0
T3122,U1174,1794.47,transfer,grocery,2026-05-03 11:21:40.308484,1,608.0071608804351,1186.46,2158,818,0,mobile,USA,1,1,0,0,1,0,0
T440,U385,1901.7,transfer,gaming,2026-05-03 12:05:06.308484,6,2772.938160133964,871.24,721,87,0,web,USA,1,0,0,0,0,0,1
T5935,U432,3050.3,payment,fashion,2026-05-03 14:36:04.308484,10,1544.535523724692,1505.76,2513,909,0,web,India,0,0,1,0,0,0,0
T9851,U41,350.11,transfer,electronics,2026-05-03 21:35:36.308484,7,2244.967450032176,1894.86,4457,182,0,web,UK,1,0,0,0,0,0,0
T9859,U65,3217.76,withdrawal,travel,2026-05-03 20:24:44.308484,6,2591.16640239745,626.59,4018,511,3,mobile,UAE,1,0,0,1,0,0,0
T4955,U886,2327.15,transfer,electronics,2026-05-03 11:53:53.308484,5,2628.096573039673,300.95,1515,831,0,mobile,UK,1,0,0,0,0,0,0
T3992,U963,843.72,withdrawal,travel,2026-05-03 14:41:12.308484,1,1248.6377656532609,404.92,407,1602,1,web,UAE,1,0,0,0,0,0,0
T2547,U544,431.3,transfer,travel,2026-05-03 12:08:07.308484,4,2117.316744914214,1686.02,2574,529,1,web,India,0,0,0,1,0,0,0
T600,U965,1123.77,transfer,grocery,2026-05-03 12:35:15.308484,11,2076.9260504315516,953.16,2438,741,1,mobile,Germany,1,0,1,0,0,0,0
T6410,U1145,3990.74,withdrawal,electronics,2026-05-03 17:45:32.308484,4,2197.506304457738,1793.23,4051,384,0,mobile,UK,1,0,0,0,1,0,0
T7399,U96,2753.85,withdrawal,travel,2026-05-03 15:45:30.308484,4,2231.8799050274356,521.97,3627,419,1,web,USA,1,0,0,0,0,0,0
T8416,U446,632.02,payment,gaming,2026-05-03 14:20:16.308484,7,934.9432945546228,302.92,291,604,1,mobile,Germany,1,0,0,0,0,0,0
T7773,U1140,2362.01,payment,electronics,2026-05-03 17:17:34.308484,1,2611.075701236446,249.07,2199,222,1,mobile,UAE,1,0,0,0,0,0,0
T1383,U1129,602.33,transfer,grocery,2026-05-03 12:47:52.308484,9,711.5679888002259,109.24,487,1090,3,mobile,USA,1,0,1,0,0,0,0
T9172,U800,1298.11,withdrawal,travel,2026-05-03 12:59:42.308484,5,2685.738767043094,1387.63,987,43,1,web,UK,1,0,0,1,0,0,0
T7724,U939,1685.43,withdrawal,electronics,2026-05-03 15:30:20.308484,8,2127.8969891834013,442.47,1947,304,1,web,Germany,1,0,0,0,0,0,0
T6420,U588,745.63,payment,electronics,2026-05-03 14:06:51.308484,1,520.5122808009803,225.12,3610,84,0,mobile,India,0,0,0,0,0,0,0
T6971,U361,2767.23,withdrawal,grocery,2026-05-03 11:15:18.308484,6,2254.593986438514,512.64,1068,450,1,web,UK,1,0,0,0,0,0,0
T9700,U20,922.39,transfer,electronics,2026-05-03 18:25:20.308484,6,2269.3020854622264,1346.91,3468,1627,2,web,India,0,0,0,0,0,0,0
T7417,U1084,3137.37,payment,fashion,2026-05-03 13:35:42.308484,10,2730.6442411172366,406.73,1753,1267,1,mobile,USA,1,0,1,0,1,0,0
T7979,U42,680.89,withdrawal,fashion,2026-05-03 15:10:21.308484,6,1337.0071382617928,656.12,3537,2,0,web,Germany,1,0,0,0,0,0,0
T3347,U1050,189.55,withdrawal,gaming,2026-05-03 11:58:58.308484,7,890.6780220606581,701.13,567,1745,1,mobile,UAE,1,0,0,1,0,0,0
T11326,U951,2871.54,transfer,fashion,2026-05-03 19:21:12.308484,9,2838.766446800684,32.77,3395,848,1,mobile,India,0,0,1,0,0,0,0
T7945,U998,1635.01,transfer,fashion,2026-05-03 15:20:49.308484,5,1678.3124843205062,43.3,2664,824,2,mobile,UK,1,0,0,0,0,0,0
T8841,U1074,1409.75,withdrawal,grocery,2026-05-03 18:50:17.308484,3,1176.6069694400098,233.14,3815,1348,1,web,India,0,0,0,0,0,0,0
T8075,U365,969.02,transfer,gaming,2026-05-03 16:04:19.308484,4,1918.447494269678,949.43,1633,193,0,web,USA,1,0,0,0,0,0,0
T7947,U1175,50.0,withdrawal,travel,2026-05-03 15:02:48.308484,2,1362.866143330693,1312.87,1254,1990,0,web,USA,1,0,0,1,1,0,1
T322,U831,1062.72,transfer,gaming,2026-05-03 11:11:37.308484,6,1149.762448107082,87.04,2487,1073,1,mobile,USA,1,0,0,0,1,0,0
T6233,U241,3762.97,transfer,gaming,2026-05-03 15:02:15.308484,6,1657.2231839737572,2105.75,1173,1495,1,web,UAE,1,1,0,0,0,0,0
T7565,U929,3570.26,payment,gaming,2026-05-03 13:42:47.308484,6,2107.7453278804796,1462.51,2706,612,3,web,Germany,1,0,0,0,0,0,0
T1813,U430,316.59,withdrawal,grocery,2026-05-03 11:59:33.308484,6,894.0900895824515,577.5,1602,1004,0,web,USA,1,0,0,0,0,0,0
T5180,U288,2595.95,transfer,grocery,2026-05-03 13:19:38.308484,1,1694.0229204481307,901.93,2255,238,0,mobile,UAE,1,0,0,0,0,0,0
T499,U998,4072.37,transfer,grocery,2026-05-03 09:52:28.308484,7,2836.8247887207526,1235.55,7506,1239,0,web,India,0,0,0,0,0,0,0
T11716,U10,1965.67,payment,gaming,2026-05-03 19:14:46.308484,1,2661.2974033394985,695.63,4613,1521,0,mobile,UK,1,0,0,0,0,0,0
T9604,U1180,3203.66,payment,electronics,2026-05-03 19:26:09.308484,7,1812.8380629017765,1390.82,4444,1229,0,web,Germany,1,0,0,0,0,0,0
T5380,U176,882.58,payment,travel,2026-05-03 16:20:06.308484,2,840.7543085645243,41.83,1268,16,0,web,Germany,1,0,0,0,0,0,0
T5934,U245,2206.29,transfer,travel,2026-05-03 13:49:36.308484,9,2029.9850164501083,176.3,4226,1885,1,web,Germany,1,0,1,0,1,0,0
T7725,U216,977.81,transfer,gaming,2026-05-03 19:10:20.308484,10,1153.3749033322445,175.56,2856,643,1,mobile,Germany,1,0,1,0,1,0,0
T11955,U511,671.64,transfer,grocery,2026-05-03 12:23:28.308484,3,838.2960697572651,166.66,539,93,0,web,Germany,1,0,0,0,0,0,0
T41,U1135,2130.63,transfer,electronics,2026-05-03 10:22:42.308484,2,1036.4727992709354,1094.16,1853,1326,0,mobile,UK,1,1,0,0,0,0,0
T1642,U474,716.83,transfer,travel,2026-05-03 12:09:38.308484,4,1937.8351360091435,1221.01,4927,1973,0,web,Germany,1,0,0,0,0,0,0
T10793,U352,50.0,transfer,gaming,2026-05-03 16:30:39.308484,11,2922.7980637707606,2872.8,1602,1531,0,web,UAE,1,0,1,0,0,0,0
T6120,U585,2407.51,withdrawal,fashion,2026-05-03 14:23:52.308484,9,2596.320931722214,188.81,4726,1801,0,web,India,0,0,1,1,0,0,0
T376,U1053,2564.32,withdrawal,electronics,2026-05-03 10:07:22.308484,2,1723.4411224266755,840.88,4643,1069,0,mobile,Germany,1,0,0,0,0,0,0
T10963,U1093,868.02,withdrawal,gaming,2026-05-03 17:41:37.308484,7,1941.032402075433,1073.01,1535,1160,1,mobile,Germany,1,0,0,0,0,0,0
T9373,U235,3015.61,withdrawal,gaming,2026-05-03 15:09:30.308484,8,1858.2056312002403,1157.4,416,1395,2,mobile,Germany,1,0,0,1,0,0,0
T401,U416,2268.93,payment,gaming,2026-05-03 12:31:19.308484,3,1947.1004200889815,321.83,1183,1072,1,web,Germany,1,0,0,1,0,0,0
T707,U1180,1766.49,transfer,electronics,2026-05-03 11:02:54.308484,7,2505.6229480877855,739.13,2880,146,0,mobile,UK,1,0,0,0,0,0,0
T4674,U571,1478.78,payment,travel,2026-05-03 15:02:09.308484,4,1890.203572074525,411.42,4029,358,0,web,India,0,0,0,0,0,0,0
T6930,U528,2425.07,withdrawal,electronics,2026-05-03 17:42:32.308484,5,2236.2969064284134,188.77,909,1091,1,web,India,0,0,0,0,0,0,0
T7271,U904,3062.36,payment,fashion,2026-05-03 16:35:10.308484,6,2731.4923621834423,330.87,1083,1547,0,web,UK,1,0,0,0,1,0,0
T7855,U851,1297.45,transfer,travel,2026-05-03 17:35:32.308484,3,1546.0957988617622,248.65,4498,1535,3,web,USA,1,0,0,1,0,0,0
T3467,U600,1212.4,payment,grocery,2026-05-03 12:22:23.308484,7,2573.860404529942,1361.46,608,1924,0,web,Germany,1,0,0,0,0,0,0
T11858,U1033,2507.94,payment,travel,2026-05-03 19:32:02.308484,3,2193.5423305649038,314.4,1238,1440,0,mobile,India,0,0,0,0,0,0,0
T9107,U79,4467.23,transfer,gaming,2026-05-03 17:35:57.308484,4,2389.987953263927,2077.24,1800,224,2,mobile,USA,1,0,0,0,0,0,0
T8433,U707,1125.62,transfer,fashion,2026-05-03 18:48:22.308484,8,2992.3629173197446,1866.74,1531,937,3,web,India,0,0,0,1,0,0,0
T9647,U864,1482.61,payment,gaming,2026-05-03 17:30:17.308484,7,2646.620567063417,1164.01,928,539,0,mobile,USA,1,0,0,0,0,0,0
T11667,U378,3786.64,payment,gaming,2026-05-03 13:07:18.308484,11,2776.359053182634,1010.28,1018,671,1,web,Germany,1,0,1,0,0,0,0
T1152,U407,558.29,payment,fashion,2026-05-03 13:32:51.308484,11,630.6139592520697,72.32,2176,50,0,mobile,USA,1,0,1,0,0,0,0
T7786,U599,2352.18,transfer,fashion,2026-05-03 14:51:30.308484,7,2759.5083421216636,407.33,4858,1201,1,mobile,UAE,1,0,0,0,0,0,0
T10029,U984,3034.95,transfer,gaming,2026-05-03 16:18:13.308484,10,1893.1901387081325,1141.76,2135,834,1,web,UAE,1,0,1,0,0,0,0
T11840,U855,2819.45,transfer,gaming,2026-05-03 16:17:24.308484,8,2306.7363881163974,512.71,2443,896,0,mobile,UK,1,0,0,1,0,0,0
T3917,U965,933.3,transfer,fashion,2026-05-03 13:39:27.308484,5,1089.5874489939363,156.29,3852,750,1,web,Germany,1,0,0,0,0,0,0
T6114,U745,1180.68,payment,gaming,2026-05-03 14:33:23.308484,8,786.7075127734245,393.97,4171,1150,0,mobile,UAE,1,0,0,0,0,0,0
T6552,U10,3391.19,transfer,electronics,2026-05-03 14:36:45.308484,4,2542.579312048586,848.61,1892,1037,2,mobile,UK,1,0,0,0,1,0,0
T4768,U989,50.0,payment,gaming,2026-05-03 18:32:02.308484,9,2536.480933908044,2486.48,3350,1688,1,web,UK,1,0,1,0,0,0,0
T7028,U359,1685.97,transfer,fashion,2026-05-03 15:21:31.308484,6,1170.6655166975393,515.3,2201,318,0,web,Germany,1,0,0,1,0,0,0
T4859,U619,1202.72,payment,fashion,2026-05-03 14:40:16.308484,6,1509.5776731811497,306.86,1805,1970,4,mobile,USA,1,0,0,0,1,0,0
T5581,U165,2806.41,withdrawal,gaming,2026-05-03 13:39:15.308484,8,2653.1256000023204,153.28,2489,1318,1,web,USA,1,0,0,0,1,0,0
T1592,U35,1903.52,transfer,electronics,2026-05-03 12:07:56.308484,9,1995.6219821979557,92.1,2968,1692,1,web,India,0,0,1,0,0,0,0
T10899,U1067,2128.13,payment,electronics,2026-05-03 18:12:56.308484,4,2548.527649498523,420.4,982,228,1,mobile,UK,1,0,0,0,0,0,0
T11855,U406,1487.68,payment,electronics,2026-05-03 20:59:50.308484,3,2949.6587842839576,1461.98,1124,244,1,mobile,UK,1,0,0,0,0,0,0
T2533,U217,786.72,payment,fashion,2026-05-03 14:02:13.308484,10,1486.1936024552967,699.47,52,208,1,web,Germany,1,0,1,0,0,0,1
T534,U968,1258.41,withdrawal,fashion,2026-05-03 12:02:41.308484,7,1974.1337378788692,715.72,828,1094,2,web,India,0,0,0,0,0,0,0
T7851,U1103,1637.22,payment,electronics,2026-05-03 18:32:38.308484,2,2538.36127315666,901.14,4598,1131,1,web,USA,1,0,0,1,1,0,0
T3288,U191,50.0,payment,gaming,2026-05-03 12:49:35.308484,6,1806.3380889627956,1756.34,77,1106,0,mobile,Germany,1,0,0,0,0,0,0
T7555,U605,4364.79,withdrawal,electronics,2026-05-03 17:30:38.308484,8,2609.0382494116784,1755.75,4752,797,0,mobile,UK,1,0,0,0,0,0,0
T9194,U299,3921.03,transfer,gaming,2026-05-03 16:27:05.308484,10,2650.807638990096,1270.22,3026,429,2,mobile,UAE,1,0,1,0,0,0,0
T11332,U2,2630.09,payment,travel,2026-05-03 16:59:58.308484,1,1501.1640044875785,1128.93,129,70,1,mobile,Germany,1,0,0,1,0,0,1
T6801,U481,541.05,payment,gaming,2026-05-03 16:14:30.308484,4,1424.3859886252385,883.34,1393,227,0,web,India,0,0,0,0,0,0,0
T970,U1029,1059.46,withdrawal,fashion,2026-05-03 11:45:06.308484,3,825.0656391253315,234.39,2483,520,0,mobile,UAE,1,0,0,0,0,0,0
T4475,U106,2694.1,payment,fashion,2026-05-03 12:51:29.308484,6,1613.2621866139666,1080.84,159,725,0,mobile,USA,1,0,0,0,0,0,0
T1398,U990,561.79,payment,electronics,2026-05-03 11:15:27.308484,4,639.0966483217568,77.31,238,704,0,web,India,0,0,0,1,0,0,0
T8148,U857,2360.89,withdrawal,grocery,2026-05-03 16:34:53.308484,7,2191.331408183819,169.56,3785,810,0,mobile,UAE,1,0,0,0,0,0,0
T11619,U247,1317.9,withdrawal,electronics,2026-05-03 18:23:57.308484,8,1126.253545256367,191.65,213,214,1,web,India,0,0,0,0,0,0,0
T2076,U27,202.82,withdrawal,electronics,2026-05-03 11:21:03.308484,2,1201.879876865853,999.06,2336,698,1,mobile,UK,1,0,0,0,0,0,0
T6354,U323,50.0,transfer,travel,2026-05-03 13:37:06.308484,9,1355.7657896452524,1305.77,2530,1839,0,mobile,UK,1,0,1,1,0,0,0
T6061,U870,2826.04,payment,electronics,2026-05-03 12:51:08.308484,4,2629.4096304831496,196.63,1828,960,2,web,Germany,1,0,0,0,0,0,0
T2539,U836,50.0,transfer,electronics,2026-05-03 12:44:35.308484,3,833.1412645825291,783.14,3814,1446,1,mobile,India,0,0,0,0,0,0,0
T7423,U114,1002.94,payment,electronics,2026-05-03 17:32:58.308484,2,662.9172619954028,340.02,664,823,1,web,Germany,1,0,0,0,0,0,0
T11076,U882,3805.6,transfer,grocery,2026-05-03 20:37:22.308484,11,2160.855583001873,1644.74,3776,240,2,web,Germany,1,0,1,0,0,0,0
T1550,U512,1691.97,payment,electronics,2026-05-03 12:47:10.308484,2,1922.0468294162372,230.08,3096,1862,0,mobile,Germany,1,0,0,0,0,0,0
