transaction_id,user_id,amount,transaction_type,merchant_category,timestamp,transaction_frequency,avg_user_amount,deviation_from_avg,transaction_gap_seconds,account_age_days,failed_attempts,device_type,location,is_foreign_transaction,unusual_amount_flag,velocity_flag,new_device_flag,location_change_flag,night_transaction_flag,is_fraud,hour,day_of_week,month,is_weekend,is_night,log_amount,amount_to_avg_ratio,log_transaction_frequency,log_transaction_gap
T9172,U800,1298.11,withdrawal,travel,2026-05-03 12:59:42.308484,5,2685.738767043094,1387.63,987,43,1,web,UK,1,0,0,1,0,0,0,12,6,5,1,0,7.169434693608886,0.48333442382627556,1.791759469228055,6.895682697747868
T6420,U588,745.63,payment,electronics,2026-05-03 14:06:51.308484,1,520.5122808009803,225.12,3610,84,0,mobile,India,0,0,0,0,0,0,0,14,6,5,1,0,6.615569747832324,1.4324926155826891,0.6931471805599453,8.191740021277457
T6971,U361,2767.23,withdrawal,grocery,2026-05-03 11:15:18.308484,6,2254.593986438514,512.64,1068,450,1,web,UK,1,0,0,0,0,0,0,11,6,5,1,0,7.92596340577112,1.2273739819309557,1.9459101490553132,6.974478911025045
T7417,U1084,3137.37,payment,fashion,2026-05-03 13:35:42.308484,10,2730.644241117237,406.73,1753,1267,1,mobile,USA,1,0,1,0,1,0,0,13,6,5,1,0,8.051458835838694,1.1489486442830807,2.3978952727983707,7.469654172932128
T7979,U42,680.89,withdrawal,fashion,2026-05-03 15:10:21.308484,6,1337.0071382617928,656.12,3537,2,0,web,Germany,1,0,0,0,0,0,0,15,6,5,1,0,6.524868354512199,0.509264296356669,1.9459101490553132,8.17131687471973
T11326,U951,2871.54,transfer,fashion,2026-05-03 19:21:12.308484,9,2838.766446800684,32.77,3395,848,1,mobile,India,0,0,1,0,0,0,0,19,6,5,1,0,7.962951934778263,1.0115449977312176,2.302585092994046,8.130353547431238
T7945,U998,1635.01,transfer,fashion,2026-05-03 15:20:49.308484,5,1678.3124843205062,43.3,2664,824,2,mobile,UK,1,0,0,0,0,0,0,15,6,5,1,0,7.400015629613449,0.9741987945038514,1.791759469228055,7.887959336599945
T8075,U365,969.02,transfer,gaming,2026-05-03 16:04:19.308484,4,1918.447494269678,949.43,1633,193,0,web,USA,1,0,0,0,0,0,0,16,6,5,1,0,6.87731668984157,0.5051063437437384,1.6094379124341003,7.3987862754199485
T7947,U1175,50.0,withdrawal,travel,2026-05-03 15:02:48.308484,2,1362.866143330693,1312.87,1254,1990,0,web,USA,1,0,0,1,1,0,1,15,6,5,1,0,3.9318256327243257,0.036687388712378005,1.0986122886681098,7.134890851565884
T322,U831,1062.72,transfer,gaming,2026-05-03 11:11:37.308484,6,1149.762448107082,87.04,2487,1073,1,mobile,USA,1,0,0,0,1,0,0,11,6,5,1,0,6.969527477374738,0.9242952757983354,1.9459101490553132,7.81923445385907
T6233,U241,3762.97,transfer,gaming,2026-05-03 15:02:15.308484,6,1657.2231839737572,2105.75,1173,1495,1,web,UAE,1,1,0,0,0,0,0,15,6,5,1,0,8.233229530429087,2.270647691945963,1.9459101490553132,7.068172000388042
T7565,U929,3570.26,payment,gaming,2026-05-03 13:42:47.308484,6,2107.74532788048,1462.51,2706,612,3,web,Germany,1,0,0,0,0,0,0,13,6,5,1,0,8.18067375368107,1.6938763668836256,1.9459101490553132,7.903596289614301
T1813,U430,316.59,withdrawal,grocery,2026-05-03 11:59:33.308484,6,894.0900895824515,577.5,1602,1004,0,web,USA,1,0,0,0,0,0,0,11,6,5,1,0,5.760761242731186,0.3540918340720661,1.9459101490553132,7.3796321526095525
T5180,U288,2595.95,transfer,grocery,2026-05-03 13:19:38.308484,1,1694.022920448131,901.93,2255,238,0,mobile,UAE,1,0,0,0,0,0,0,13,6,5,1,0,7.862092958493195,1.5324172814502763,0.6931471805599453,7.721348612617949
T499,U998,4072.37,transfer,grocery,2026-05-03 09:52:28.308484,7,2836.8247887207526,1235.55,7506,1239,0,web,India,0,0,0,0,0,0,0,9,6,5,1,0,8.312225945653623,1.435538075793842,2.0794415416798357,8.923591197573002
T11716,U10,1965.67,payment,gaming,2026-05-03 19:14:46.308484,1,2661.2974033394985,695.63,4613,1521,0,mobile,UK,1,0,0,0,0,0,0,19,6,5,1,0,7.584097036139519,0.7386134284709361,0.6931471805599453,8.4368504387337
T9604,U1180,3203.66,payment,electronics,2026-05-03 19:26:09.308484,7,1812.8380629017763,1390.82,4444,1229,0,web,Germany,1,0,0,0,0,0,0,19,6,5,1,0,8.072361279484069,1.76720693579478,2.0794415416798357,8.399535147948004
T5934,U245,2206.29,transfer,travel,2026-05-03 13:49:36.308484,9,2029.9850164501083,176.3,4226,1885,1,web,Germany,1,0,1,0,1,0,0,13,6,5,1,0,7.699520797715121,1.0868503861035146,2.302585092994046,8.34924780056679
T7725,U216,977.81,transfer,gaming,2026-05-03 19:10:20.308484,10,1153.3749033322445,175.56,2856,643,1,mobile,Germany,1,0,1,0,1,0,0,19,6,5,1,0,6.886337548108073,0.8477815811035968,2.3978952727983707,7.957527402230773
T11955,U511,671.64,transfer,grocery,2026-05-03 12:23:28.308484,3,838.2960697572651,166.66,539,93,0,web,Germany,1,0,0,0,0,0,0,12,6,5,1,0,6.511210268248532,0.8011966457069061,1.3862943611198906,6.29156913955832
T41,U1135,2130.63,transfer,electronics,2026-05-03 10:22:42.308484,2,1036.4727992709354,1094.16,1853,1326,0,mobile,UK,1,1,0,0,0,0,0,10,6,5,1,0,7.664642224258663,2.055654523151066,1.0986122886681098,7.5251007461258
T1642,U474,716.83,transfer,travel,2026-05-03 12:09:38.308484,4,1937.8351360091435,1221.01,4927,1973,0,web,Germany,1,0,0,0,0,0,0,12,6,5,1,0,6.576232772211838,0.3699127889209172,1.6094379124341003,8.502688505213357
T10793,U352,50.0,transfer,gaming,2026-05-03 16:30:39.308484,11,2922.798063770761,2872.8,1602,1531,0,web,UAE,1,0,1,0,0,0,0,16,6,5,1,0,3.9318256327243257,0.01710689513677421,2.4849066497880004,7.3796321526095525
T6120,U585,2407.51,withdrawal,fashion,2026-05-03 14:23:52.308484,9,2596.320931722214,188.81,4726,1801,0,web,India,0,0,1,1,0,0,0,14,6,5,1,0,7.786763578023458,0.9272775062810715,2.302585092994046,8.461046030793236
T376,U1053,2564.32,withdrawal,electronics,2026-05-03 10:07:22.308484,2,1723.4411224266755,840.88,4643,1069,0,mobile,Germany,1,0,0,0,0,0,0,10,6,5,1,0,7.849838506158728,1.4879069352258611,1.0986122886681098,8.443331342817782
T401,U416,2268.93,payment,gaming,2026-05-03 12:31:19.308484,3,1947.1004200889813,321.83,1183,1072,1,web,Germany,1,0,0,1,0,0,0,12,6,5,1,0,7.7275042729955725,1.1652865848239222,1.3862943611198906,7.076653815443951
T707,U1180,1766.49,transfer,electronics,2026-05-03 11:02:54.308484,7,2505.622948087785,739.13,2880,146,0,mobile,UK,1,0,0,0,0,0,0,11,6,5,1,0,7.477315740046095,0.7050103051790458,2.0794415416798357,7.9658927350845286
T4674,U571,1478.78,payment,travel,2026-05-03 15:02:09.308484,4,1890.203572074525,411.42,4029,358,0,web,India,0,0,0,0,0,0,0,15,6,5,1,0,7.299648707060206,0.7823390142018825,1.6094379124341003,8.301521654940728
T6930,U528,2425.07,withdrawal,electronics,2026-05-03 17:42:32.308484,5,2236.2969064284134,188.77,909,1091,1,web,India,0,0,0,0,0,0,0,17,6,5,1,0,7.7940279431685155,1.0844132511852653,1.791759469228055,6.813444599510896
T7271,U904,3062.36,payment,fashion,2026-05-03 16:35:10.308484,6,2731.4923621834423,330.87,1083,1547,0,web,UK,1,0,0,0,1,0,0,16,6,5,1,0,8.027267631757988,1.1211307200694294,1.9459101490553132,6.988413181999592
T3467,U600,1212.4,payment,grocery,2026-05-03 12:22:23.308484,7,2573.860404529942,1361.46,608,1924,0,web,Germany,1,0,0,0,0,0,0,12,6,5,1,0,7.101181615508198,0.47104341688273277,2.0794415416798357,6.411818267709897
T11858,U1033,2507.94,payment,travel,2026-05-03 19:32:02.308484,3,2193.542330564904,314.4,1238,1440,0,mobile,India,0,0,0,0,0,0,0,19,6,5,1,0,7.827615632170556,1.1433287445201936,1.3862943611198906,7.122059881629142
T8433,U707,1125.62,transfer,fashion,2026-05-03 18:48:22.308484,8,2992.3629173197446,1866.74,1531,937,3,web,India,0,0,0,1,0,0,0,18,6,5,1,0,7.026977278832775,0.37616426574088546,2.1972245773362196,7.3343293503005365
T11667,U378,3786.64,payment,gaming,2026-05-03 13:07:18.308484,11,2776.359053182634,1010.28,1018,671,1,web,Germany,1,0,1,0,0,0,0,13,6,5,1,0,8.239498412830853,1.3638869923165593,2.4849066497880004,6.926577033222725
T7786,U599,2352.18,transfer,fashion,2026-05-03 14:51:30.308484,7,2759.508342121664,407.33,4858,1201,1,mobile,UAE,1,0,0,0,0,0,0,14,6,5,1,0,7.763522883889081,0.8523909724219647,2.0794415416798357,8.488587934405903
T10029,U984,3034.95,transfer,gaming,2026-05-03 16:18:13.308484,10,1893.1901387081325,1141.76,2135,834,1,web,UAE,1,0,1,0,0,0,0,16,6,5,1,0,8.018279669341696,1.603087791524146,2.3978952727983707,7.666690200080086
T11840,U855,2819.45,transfer,gaming,2026-05-03 16:17:24.308484,8,2306.7363881163974,512.71,2443,896,0,mobile,UK,1,0,0,1,0,0,0,16,6,5,1,0,7.944651725669593,1.2222679684174917,2.1972245773362196,7.8013913202914855
T3917,U965,933.3,transfer,fashion,2026-05-03 13:39:27.308484,5,1089.5874489939365,156.29,3852,750,1,web,Germany,1,0,0,0,0,0,0,13,6,5,1,0,6.83979758579891,0.8565627293203438,1.791759469228055,8.256607344626158
T6114,U745,1180.68,payment,gaming,2026-05-03 14:33:23.308484,8,786.7075127734245,393.97,4171,1150,0,mobile,UAE,1,0,0,0,0,0,0,14,6,5,1,0,7.074692433732344,1.500786479509895,2.1972245773362196,8.336150816120663
T6552,U10,3391.19,transfer,electronics,2026-05-03 14:36:45.308484,4,2542.579312048586,848.61,1892,1037,2,mobile,UK,1,0,0,0,1,0,0,14,6,5,1,0,8.129231009494003,1.33375977008714,1.6094379124341003,7.545918151209323
T4768,U989,50.0,payment,gaming,2026-05-03 18:32:02.308484,9,2536.480933908044,2486.48,3350,1688,1,web,UK,1,0,1,0,0,0,0,18,6,5,1,0,3.9318256327243257,0.01971235001686014,2.302585092994046,8.11701408773731
T7028,U359,1685.97,transfer,fashion,2026-05-03 15:21:31.308484,6,1170.6655166975393,515.3,2201,318,0,web,Germany,1,0,0,1,0,0,0,15,6,5,1,0,7.43068929934102,1.4401807984538229,1.9459101490553132,7.697121317282625
T4859,U619,1202.72,payment,fashion,2026-05-03 14:40:16.308484,6,1509.5776731811495,306.86,1805,1970,4,mobile,USA,1,0,0,0,1,0,0,14,6,5,1,0,7.0931720406833945,0.7967261443849847,1.9459101490553132,7.498869733976931
T5581,U165,2806.41,withdrawal,gaming,2026-05-03 13:39:15.308484,8,2653.1256000023204,153.28,2489,1318,1,web,USA,1,0,0,0,1,0,0,13,6,5,1,0,7.940017629108557,1.0577750254039124,2.1972245773362196,7.820037989458753
T10899,U1067,2128.13,payment,electronics,2026-05-03 18:12:56.308484,4,2548.527649498523,420.4,982,228,1,mobile,UK,1,0,0,0,0,0,0,18,6,5,1,0,7.663468724560535,0.8350429313897035,1.6094379124341003,6.890609120147166
T11855,U406,1487.68,payment,electronics,2026-05-03 20:59:50.308484,3,2949.6587842839576,1461.98,1124,244,1,mobile,UK,1,0,0,0,0,0,0,20,6,5,1,0,7.305645100252565,0.5043566420028425,1.3862943611198906,7.025538314638521
T2533,U217,786.72,payment,fashion,2026-05-03 14:02:13.308484,10,1486.1936024552967,699.47,52,208,1,web,Germany,1,0,1,0,0,0,1,14,6,5,1,0,6.669142696763996,0.529352298496596,2.3978952727983707,3.970291913552122
T7851,U1103,1637.22,payment,electronics,2026-05-03 18:32:38.308484,2,2538.36127315666,901.14,4598,1131,1,web,USA,1,0,0,1,1,0,0,18,6,5,1,0,7.401365565528526,0.6449909304356003,1.0986122886681098,8.433594167539924
T3288,U191,50.0,payment,gaming,2026-05-03 12:49:35.308484,6,1806.338088962796,1756.34,77,1106,0,mobile,Germany,1,0,0,0,0,0,0,12,6,5,1,0,3.9318256327243257,0.027680310943910734,1.9459101490553132,4.356708826689592
T7555,U605,4364.79,withdrawal,electronics,2026-05-03 17:30:38.308484,8,2609.0382494116784,1755.75,4752,797,0,mobile,UK,1,0,0,0,0,0,0,17,6,5,1,0,8.381554437006693,1.67294979263385,2.1972245773362196,8.46653127661401
T9194,U299,3921.03,transfer,gaming,2026-05-03 16:27:05.308484,10,2650.807638990096,1270.22,3026,429,2,mobile,UAE,1,0,1,0,0,0,0,16,6,5,1,0,8.274364655885629,1.479183151899566,2.3978952727983707,8.01532730902172
T11332,U2,2630.09,payment,travel,2026-05-03 16:59:58.308484,1,1501.1640044875785,1128.93,129,70,1,mobile,Germany,1,0,0,1,0,0,1,16,6,5,1,0,7.875153487980884,1.7520337487347,0.6931471805599453,4.867534450455582
T6801,U481,541.05,payment,gaming,2026-05-03 16:14:30.308484,4,1424.3859886252385,883.34,1393,227,0,web,India,0,0,0,0,0,0,0,16,6,5,1,0,6.2953582481073,0.3798478810805716,1.6094379124341003,7.2399325913204695
T970,U1029,1059.46,withdrawal,fashion,2026-05-03 11:45:06.308484,3,825.0656391253315,234.39,2483,520,0,mobile,UAE,1,0,0,0,0,0,0,11,6,5,1,0,6.966458055235873,1.2840917721880443,1.3862943611198906,7.81762544305337
T4475,U106,2694.1,payment,fashion,2026-05-03 12:51:29.308484,6,1613.2621866139666,1080.84,159,725,0,mobile,USA,1,0,0,0,0,0,0,12,6,5,1,0,7.899190588406087,1.6699703375460655,1.9459101490553132,5.075173815233827
T1398,U990,561.79,payment,electronics,2026-05-03 11:15:27.308484,4,639.0966483217568,77.31,238,704,0,web,India,0,0,0,1,0,0,0,11,6,5,1,0,6.332906556781025,0.879037623802599,1.6094379124341003,5.476463551931511
T8148,U857,2360.89,withdrawal,grocery,2026-05-03 16:34:53.308484,7,2191.331408183819,169.56,3785,810,0,mobile,UAE,1,0,0,0,0,0,0,16,6,5,1,0,7.767217424970064,1.077376972787213,2.0794415416798357,8.239065331769268
T11619,U247,1317.9,withdrawal,electronics,2026-05-03 18:23:57.308484,8,1126.253545256367,191.65,213,214,1,web,India,0,0,0,0,0,0,0,18,6,5,1,0,7.184553334831839,1.1701627971611366,2.1972245773362196,5.365976015021851
T2076,U27,202.82,withdrawal,electronics,2026-05-03 11:21:03.308484,2,1201.879876865853,999.06,2336,698,1,mobile,UK,1,0,0,0,0,0,0,11,6,5,1,0,5.317237251400548,0.16875230523048793,1.0986122886681098,7.756623334538858
T6061,U870,2826.04,payment,electronics,2026-05-03 12:51:08.308484,4,2629.4096304831496,196.63,1828,960,2,web,Germany,1,0,0,0,0,0,0,12,6,5,1,0,7.94698550686834,1.0747811851613014,1.6094379124341003,7.511524648390866
T2539,U836,50.0,transfer,electronics,2026-05-03 12:44:35.308484,3,833.1412645825291,783.14,3814,1446,1,mobile,India,0,0,0,0,0,0,0,12,6,5,1,0,3.9318256327243257,0.0600138320660905,1.3862943611198906,8.246695943718557
T11076,U882,3805.6,transfer,grocery,2026-05-03 20:37:22.308484,11,2160.855583001873,1644.74,3776,240,2,web,Germany,1,0,1,0,0,0,0,20,6,5,1,0,8.244491681253683,1.761154252128263,2.4849066497880004,8.236685322712457
T1550,U512,1691.97,payment,electronics,2026-05-03 12:47:10.308484,2,1922.0468294162367,230.08,3096,1862,0,mobile,Germany,1,0,0,0,0,0,0,12,6,5,1,0,7.434239661952507,0.8802959289153159,1.0986122886681098,8.038189179973203
T783,U636,3243.36,payment,gaming,2026-05-03 11:56:46.308484,8,2683.2771831443206,560.08,3854,1739,1,mobile,UK,1,0,0,1,0,0,0,11,6,5,1,0,8.084673383184175,1.2087308829535948,2.1972245773362196,8.25712628599743
T6244,U458,2573.47,transfer,fashion,2026-05-03 15:47:39.308484,4,2569.2490802423067,4.22,1757,738,1,mobile,Germany,1,0,0,0,0,0,0,15,6,5,1,0,7.853398966670196,1.0016428608609844,1.6094379124341003,7.471932078245122
T1683,U1154,1293.51,payment,grocery,2026-05-03 13:40:47.308484,4,2746.1138353604574,1452.6,4745,1904,2,web,UK,1,0,0,1,0,0,0,13,6,5,1,0,7.165887524152098,0.471032913083583,1.6094379124341003,8.465057436995709
T9669,U1163,1275.54,withdrawal,gaming,2026-05-03 18:57:15.308484,6,1648.292786589628,372.75,1312,1252,1,web,UK,1,0,0,0,0,0,0,18,6,5,1,0,7.151908571874096,0.7738552334899669,1.9459101490553132,7.180069874302796
T7293,U83,1109.47,payment,fashion,2026-05-03 13:59:28.308484,5,871.3342159923425,238.14,2892,1474,0,mobile,UK,1,0,0,0,0,0,0,13,6,5,1,0,7.012538628111402,1.273300162398822,1.791759469228055,7.970049304976135
T3437,U750,1505.3,payment,electronics,2026-05-03 10:02:33.308484,6,1568.5290980183297,63.23,911,1545,3,mobile,Germany,1,0,0,0,1,0,0,10,6,5,1,0,7.31741159170877,0.9596889218963792,1.9459101490553132,6.815639990074331
T6524,U1029,451.04,payment,travel,2026-05-03 18:19:36.308484,5,611.3460830679255,160.31,2886,1203,0,web,UAE,1,0,0,0,0,0,0,18,6,5,1,0,6.11377067149195,0.7377817765655073,1.791759469228055,7.967973179662935
T9287,U836,605.83,transfer,travel,2026-05-03 18:17:20.308484,7,1821.4743303356895,1215.64,686,1923,1,mobile,UAE,1,0,0,0,0,0,0,18,6,5,1,0,6.408248685935862,0.332604192975777,2.0794415416798357,6.532334292222349
T4057,U519,1356.1,payment,grocery,2026-05-03 15:38:21.308484,9,1471.619307895496,115.52,3845,104,1,web,Germany,1,0,1,1,0,0,0,15,6,5,1,0,7.213105349087325,0.921501907322623,2.302585092994046,8.254788926148725
T3508,U532,1423.5,payment,gaming,2026-05-03 11:21:36.308484,7,2690.7801239572063,1267.28,70,1426,1,web,UK,1,0,0,0,0,0,0,11,6,5,1,0,7.261576153937963,0.5290287328930822,2.0794415416798357,4.2626798770413155
T1577,U751,1445.24,withdrawal,fashion,2026-05-03 11:27:52.308484,10,1156.1407574622258,289.1,2221,1465,0,mobile,UAE,1,0,1,0,1,0,1,11,6,5,1,0,7.276722364050101,1.2500554014913399,2.3978952727983707,7.706162970199576
T9346,U175,2879.72,withdrawal,grocery,2026-05-03 15:24:14.308484,5,2853.349692862443,26.37,1513,805,2,web,India,0,0,0,0,1,0,0,15,6,5,1,0,7.965795541885199,1.0092418767297535,1.791759469228055,7.322510433997394
T1887,U523,1608.4,payment,travel,2026-05-03 10:37:10.308484,2,2991.816002644333,1383.42,8083,394,0,web,UAE,1,0,0,0,0,0,0,10,6,5,1,0,7.383616717712033,0.5375999052217139,1.0986122886681098,8.997642078523512
T3882,U548,4499.5,withdrawal,grocery,2026-05-03 12:51:59.308484,7,2433.1062581970373,2066.39,1903,605,2,web,UAE,1,0,0,0,0,0,0,12,6,5,1,0,8.41194378069714,1.8492821606093377,2.0794415416798357,7.55171221535131
T8548,U492,610.26,payment,fashion,2026-05-03 17:13:49.308484,1,1595.581150162287,985.32,4893,213,0,web,UAE,1,0,0,0,0,0,0,17,6,5,1,0,6.41552240057346,0.3824687948685414,0.6931471805599453,8.495765244002618
T6123,U803,2146.68,transfer,grocery,2026-05-03 13:02:00.308484,11,1909.568432824901,237.11,3923,1908,0,web,USA,1,0,1,0,0,0,0,13,6,5,1,0,7.672143468739326,1.124170237617596,2.4849066497880004,8.274866820685254
T7815,U837,2692.08,payment,grocery,2026-05-03 13:26:27.308484,7,2211.934128007579,480.15,1032,1884,0,mobile,UK,1,0,0,1,0,0,0,13,6,5,1,0,7.898440799017227,1.217070601106845,2.0794415416798357,6.940222469119639
T4449,U513,56.26,withdrawal,grocery,2026-05-03 13:09:03.308484,1,2455.977653449668,2399.72,4461,520,2,web,India,0,0,0,1,0,0,0,13,6,5,1,0,4.047602299669969,0.022907374543115155,0.6931471805599453,8.403352374992478
T4539,U63,1381.32,withdrawal,fashion,2026-05-03 13:08:51.308484,8,2040.844168090317,659.52,4779,130,1,mobile,UK,1,0,0,0,0,0,0,13,6,5,1,0,7.231518526004867,0.6768375660037325,2.1972245773362196,8.472195825485501
T7256,U1142,2728.25,withdrawal,gaming,2026-05-03 13:19:12.308484,8,2493.379182502082,234.87,3727,942,3,mobile,UAE,1,0,0,1,0,0,0,13,6,5,1,0,7.911782125160379,1.0941977931202704,2.1972245773362196,8.223627175805483
T93,U394,4287.86,transfer,electronics,2026-05-03 10:50:16.308484,7,2597.245216114836,1690.61,8033,1206,1,mobile,USA,1,0,0,1,1,0,0,10,6,5,1,0,8.363776242342722,1.6509261319434416,2.0794415416798357,8.991437814919227
T3519,U1020,1538.74,withdrawal,grocery,2026-05-03 12:27:01.308484,3,2543.100606277432,1004.36,2788,153,0,web,India,0,0,0,0,0,0,0,12,6,5,1,0,7.339368849985258,0.6050645403475915,1.3862943611198906,7.933438387627489
T2014,U1037,2190.19,withdrawal,fashion,2026-05-03 10:59:42.308484,8,2085.092433534021,105.1,5748,147,2,mobile,Germany,1,0,0,1,0,0,0,10,6,5,1,0,7.692200054229072,1.050404271640584,2.1972245773362196,8.656781205623291
T9304,U258,925.11,withdrawal,electronics,2026-05-03 21:59:43.308484,9,921.0371563024062,4.07,2868,361,1,mobile,Germany,1,0,1,0,0,0,0,21,6,5,1,0,6.8309930180879075,1.0044220177929875,2.302585092994046,7.9617188159813645
T5098,U597,4566.58,payment,electronics,2026-05-03 14:05:20.308484,11,2782.850421739901,1783.73,2078,429,1,web,Germany,1,0,1,0,0,0,0,14,6,5,1,0,8.426738803150773,1.6409721351476372,2.4849066497880004,7.639642287858013
T8905,U379,2803.98,payment,travel,2026-05-03 13:44:47.308484,1,2615.7561364282947,188.22,1756,836,0,mobile,UK,1,0,0,0,0,0,0,13,6,5,1,0,7.9391516878066,1.0719577256757427,0.6931471805599453,7.471363088187097
T9411,U421,506.88,transfer,grocery,2026-05-03 14:37:24.308484,3,1342.861672879156,835.98,110,72,1,mobile,USA,1,0,0,1,0,0,1,14,6,5,1,0,6.23024519920159,0.37746255616616403,1.3862943611198906,4.709530201312334
T544,U595,321.9,withdrawal,fashion,2026-05-03 12:08:46.308484,1,743.7692311596882,421.87,8988,134,0,mobile,USA,1,0,0,0,0,0,0,12,6,5,1,0,5.77734267776423,0.43279553130383813,0.6931471805599453,9.103756886573398
T682,U733,2090.34,withdrawal,grocery,2026-05-03 12:03:42.308484,5,1249.6856711101625,840.65,7268,1539,3,web,India,0,0,0,0,0,0,0,12,6,5,1,0,7.645560287836438,1.67269261915306,1.791759469228055,8.891374009484636
T9560,U1054,71.16,payment,electronics,2026-05-03 17:03:33.308484,1,1886.558813191496,1815.4,526,1821,1,mobile,UAE,1,0,0,1,1,0,1,17,6,5,1,0,4.278885875754368,0.037719470744672405,0.6931471805599453,6.267200548541362
T9498,U319,1237.09,transfer,electronics,2026-05-03 18:26:08.308484,10,1063.0540903303638,174.04,3682,1429,1,web,UAE,1,0,1,0,0,0,0,18,6,5,1,0,7.121325148502016,1.1637131262547873,2.3978952727983707,8.211482916445066
T8908,U452,372.06,transfer,electronics,2026-05-03 17:48:43.308484,1,557.4071829629083,185.35,3694,1242,0,mobile,USA,1,0,0,0,0,0,0,17,6,5,1,0,5.921739264616416,0.6674833240483641,0.6931471805599453,8.214735833382303
T4987,U540,3208.49,withdrawal,fashion,2026-05-03 12:32:26.308484,7,2558.2882721287497,650.2,3184,456,1,web,Germany,1,0,0,0,0,0,0,12,6,5,1,0,8.073867324996861,1.2541549885916738,2.0794415416798357,8.066207568006265
T5410,U13,508.62,transfer,fashion,2026-05-03 14:56:16.308484,7,839.8527762247116,331.23,3469,1610,1,web,UK,1,0,0,1,0,0,0,14,6,5,1,0,6.233665349955649,0.6056061416867986,2.0794415416798357,8.151909872940905
T10771,U373,2631.59,transfer,electronics,2026-05-03 18:17:58.308484,11,2614.045000044903,17.54,1169,1167,2,web,USA,1,0,1,1,0,0,0,18,6,5,1,0,7.875723431457921,1.0067118197843128,2.4849066497880004,7.064759027791802
T7012,U1120,496.75,transfer,travel,2026-05-03 11:12:52.308484,5,1402.0773874295562,905.33,881,471,3,mobile,India,0,0,0,1,0,0,0,11,6,5,1,0,6.210097942944306,0.3542957072836054,1.791759469228055,6.782192056006791
T10185,U328,348.61,transfer,electronics,2026-05-03 13:30:57.308484,8,767.7990696410984,419.19,3700,1021,1,web,UK,1,0,0,0,0,0,1,13,6,5,1,0,5.856818247491284,0.45403805934398556,2.1972245773362196,8.216358332386156
T8974,U238,3478.29,withdrawal,grocery,2026-05-03 17:58:21.308484,1,1342.6011135283993,2135.69,3419,1952,1,mobile,UK,1,1,0,1,0,0,1,17,6,5,1,0,8.154583528964492,2.590709900625831,0.6931471805599453,8.13739583005665
T714,U401,1641.57,withdrawal,gaming,2026-05-03 12:06:15.308484,5,1093.9000364194249,547.67,616,1990,0,mobile,USA,1,0,0,0,0,0,0,12,6,5,1,0,7.404017367411072,1.5006581441139364,1.791759469228055,6.424869023905388
T3,U569,694.03,payment,grocery,2026-05-03 11:07:03.308484,2,533.1624028996663,160.87,2647,601,0,web,UK,1,0,0,0,0,0,0,11,6,5,1,0,6.543955010100816,1.3017234428453937,1.0986122886681098,7.881559917056899
T8485,U101,897.27,withdrawal,grocery,2026-05-03 15:59:09.308484,1,755.0274007059036,142.24,1100,1111,0,web,UAE,1,0,0,0,1,0,0,15,6,5,1,0,6.800470691262037,1.1883939549382108,0.6931471805599453,7.00397413672268
T3096,U953,2461.93,withdrawal,fashion,2026-05-03 11:05:00.308484,2,1767.8093646556413,694.12,5751,1689,1,mobile,USA,1,0,0,0,0,0,0,11,6,5,1,0,7.80910697709141,1.39264450558385,1.0986122886681098,8.657302899400882
T739,U281,2822.72,payment,grocery,2026-05-03 14:43:56.308484,6,2255.39191299226,567.33,3377,1326,2,mobile,India,0,0,0,1,0,0,0,14,6,5,1,0,7.945810443555789,1.2515430167537998,1.9459101490553132,8.125039097367745
T9948,U422,2815.27,transfer,gaming,2026-05-03 21:22:34.308484,2,1851.939526558035,963.33,3694,1611,3,web,Germany,1,0,0,0,1,0,0,21,6,5,1,0,7.943168593363493,1.52017382755052,1.0986122886681098,8.214735833382303
T1994,U276,489.85,withdrawal,fashion,2026-05-03 10:21:29.308484,2,1032.9463230582078,543.1,3329,592,1,web,USA,1,0,0,0,0,0,0,10,6,5,1,0,6.196138582138531,0.47422599663793985,1.0986122886681098,8.110727582974489
T1923,U644,970.89,payment,gaming,2026-05-03 12:24:37.308484,1,1579.9689810628931,609.08,4842,564,1,mobile,UK,1,0,0,0,0,0,0,12,6,5,1,0,6.879242629332096,0.6144994053822205,0.6931471805599453,8.48528964240323
T6245,U713,1027.08,transfer,grocery,2026-05-03 14:37:27.308484,9,1175.314519710455,148.23,845,1120,0,mobile,UAE,1,0,1,0,0,0,0,14,6,5,1,0,6.935448263998886,0.873876721423598,2.302585092994046,6.740519359606223
T7217,U406,829.89,withdrawal,fashion,2026-05-03 18:07:54.308484,11,602.7507809235495,227.14,4967,573,1,web,Germany,1,0,1,0,0,0,0,18,6,5,1,0,6.722497415455896,1.3768376995739176,2.4849066497880004,8.510772623613315
T3805,U322,1165.61,transfer,grocery,2026-05-03 14:35:42.308484,8,2621.01949703364,1455.41,3552,905,0,web,Germany,1,0,0,0,0,0,0,14,6,5,1,0,7.0618573862011935,0.444716264367538,2.1972245773362196,8.175547596021026
T2089,U835,2957.09,withdrawal,electronics,2026-05-03 10:33:42.308484,5,2630.821691213606,326.27,3185,70,0,mobile,Germany,1,0,0,1,0,0,0,10,6,5,1,0,7.9922990687713735,1.1240176438988794,1.791759469228055,8.066521490469993
